COURSE_ID,NAME
"0x274E","Apache HBase Fundamentals"
"0x274F","Cassandra for SQL Developers"
"0x2750","MongoDB"
"0x2751","MongoDB Development"
"0x2752","NoSQL"
"0x2753","RavenDB Fundamentals"
"0x2754","Operational Intelligence Fundamentals with Splunk"
"0x2755","Oracle Database 11g: Administration Workshop I Release 2"
"0x2756","Oracle Database 11g: Administration Workshop II Release 2"
"0x2757","Oracle Database 11g: New Features for Administrators Release 2"
"0x2758","Oracle Database 12c R2 SQL"
"0x2759","Oracle Database 12c: Backup and Recovery"
"0x275A","Oracle Database 12c: Install and Upgrade"
"0x275B","Oracle Database 12c: Introduction to SQL"
"0x275C","Oracle Database 12c: New Features for Administrators"
"0x275D","Oracle Database 12c: Performance Tuning"
"0x275E","Oracle Database 12c: RAC Administration"
"0x275F","Oracle Database: 12c Administration Ed 2"
"0x2760","Oracle Commerce: Platform Fundamentals"
"0x2761","PostgreSQL: Getting Started"
"0x2762","Base SAS 9 Programming"
"0x2763","Introduction to SQL"
"0x2764","Generic Database Fundamentals"
"0x2765","Generic Design and Modeling Databases"
"0x2766","Teradata Basics"
"0x2767","Teradata SQL"
"0x2768","Test Preps"
"0x2769","Business Intelligence with Microsoft Dynamics CRM 2013"
"0x276A","Microsoft Dynamics CRM 2013: Applications"
"0x276B","Microsoft Dynamics CRM 2013: Customization and Configuration"
"0x276C","Creating Employee Apps with Force.com"
"0x276D","Developing Applications in Force.com"
"0x276E","SAP Business Objects Business Intelligence"
"0x276F","SAP Business One for End Users"
"0x2770","SAP Business Suite 7 for End Users"
"0x2771","TOGAF 9.1"
"0x2772","Advanced Architecting on Amazon Web Services"
"0x2773","Amazon Web Services Solution Architect - Associate 2018"
"0x2774","Amazon Web Services Solution Architect - Professional"
"0x2775","Architecting Microsoft Azure Solutions - 2018 Update"
"0x2776","Architecting on Amazon Web Services"
"0x2777","AWS Certified Developer - Associate"
"0x2778","AWS Certified SysOps Administrator - Associate"
"0x2779","AWS Essentials"
"0x277A","Certified Cloud Security Professional (CCSP)"
"0x277B","Cloud Computing for the Business User"
"0x277C","Cloud Computing Technology Fundamentals"
"0x277D","CompTIA Cloud+ CV0-001"
"0x277E","CompTIA Cloud+ CV0-002"
"0x277F","Design and Implement Cloud Platform Solutions"
"0x2780","Developing Microsoft Azure Solutions"
"0x2781","Engineering DevOps on Amazon Web Services"
"0x2782","Google Cloud Architect"
"0x2783","Google Cloud Platform Fundamentals"
"0x2784","Google Cloud SQL for Developers"
"0x2785","Google Data Engineer"
"0x2786","Google G Suite Administrator"
"0x2787","Implementing Microsoft Azure Solutions"
"0x2788","Managing Citrix XenDesktop 7 Solutions"
"0x2789","Microsoft Hyper-V 2016 First Look"
"0x278A","Microsoft SCCM 2012: Administering and Deploying"
"0x278B","Microsoft System Center 2012 R2: Configuring and Deploying a Private Cloud"
"0x278C","Microsoft System Center 2012 R2: Monitoring and Operating a Private Cloud"
"0x278D","OpenStack Fundamentals"
"0x278E","Serverless Architecture Using AWS"
"0x278F","Systems Operations on Amazon Web Services"
"0x2790","Virtualizing Enterprise Desktops and Apps"
"0x2791","CompTIA Network+ N10-007"
"0x2792","CompTIA Mobility+ MB0-001"
"0x2793","CompTIA Network+ N10-006"
"0x2794","CompTIA Security+ SY0-401"
"0x2795","CompTIA Security+ SY0-501"
"0x2796","Mentoring Assets"
"0x2797","Juniper Networks Junos Essentials"
"0x2798","Software Defined Networking Essentials"
"0x2799","IP version 6"
"0x279A","Networking Fundamentals"
"0x279B","Certified Information Security Manager (CISM)"
"0x279C","Certified Information Systems Auditor"
"0x279D","Certified Information Systems Security Professional (CISSP)"
"0x279E","Certified Secure Software Lifecycle Professional (CSSLP)"
"0x279F","Certified Systems Security Professional (CISSP)"
"0x27A0","COBIT 5 Foundation"
"0x27A1","CompTIA Advanced Security Practitioner (CASP)"
"0x27A2","CompTIA Advanced Security Practitioner CAS-002"
"0x27A3","CompTIA Cybersecurity Analyst+ CS0-001"
"0x27A4","CompTIA PenTest+ PT0-001"
"0x27A5","Cryptography Fundamentals"
"0x27A6","Exploring Security Trends"
"0x27A7","Foundations of Android Security"
"0x27A8","Foundations of iOS Security"
"0x27A9","Microsoft Security Fundamentals"
"0x27AA","OWASP Top 10"
"0x27AB","Securing Mobile Devices in the Enterprise"
"0x27AC","Securing User Accounts"
"0x27AD","Systems Security Certified Practitioner"
"0x27AE","Buffer for Business Users"
"0x27AF","Flickr for End Users"
"0x27B0","Getting the Most from Social Networking"
"0x27B1","Yammer for Business Users"
"0x27B2","Test Preps"
"0x27B3","Internet of Things Introduction"
"0x27B4","CompTIA A+ 220-901"
"0x27B5","CompTIA A+ 220-902"
"0x27B6","CompTIA Linux+ 2014 Powered By LPI: LX0-103"
"0x27B7","CompTIA Linux+ 2014 Powered By LPI: LX0-104"
"0x27B8","CompTIA Server+ 2014"
"0x27B9","Automating Your IT Infrastructure"
"0x27BA","Automation with Terraform"
"0x27BB","Chef - Beyond the Basics"
"0x27BC","DevOps with Ansible and SaltStack"
"0x27BD","Docker - Beyond the Basics"
"0x27BE","Docker for Windows Server"
"0x27BF","Elasticsearch Development"
"0x27C0","Extending Jenkins"
"0x27C1","Fundamentals of DevOps"
"0x27C2","HP LoadRunner 12 Essentials"
"0x27C3","Kubernetes and Application Containers"
"0x27C4","Master DevOps with Puppet"
"0x27C5","Mastering DevOps with Chef"
"0x27C6","Mastering DevOps with JavaScript"
"0x27C7","Mastering DevOps with Jenkins"
"0x27C8","Mastering DevOps with Python"
"0x27C9","Mastering DevOps with Splunk"
"0x27CA","Mastering Docker for DevOps"
"0x27CB","Performance Engineering"
"0x27CC","PowerShell for Server 2016"
"0x27CD","Puppet - Beyond the Basics"
"0x27CE","RabbitMQ"
"0x27CF","Shell Scripting Essentials"
"0x27D0","Using Docker"
"0x27D1","Using Puppet"
"0x27D2","Using Vagrant"
"0x27D3","Vagrant Development Environments"
"0x27D4","Working with Chef"
"0x27D5","ITIL 2011 Edition Intermediate Level: Operational Support & Analysis (OSA)"
"0x27D6","ITIL 2011 Foundation"
"0x27D7","Mentoring Assets"
"0x27D8","Microsoft Exchange Server 2013: Advanced Solutions"
"0x27D9","Server 2016: Networking"
"0x27DA","Designing and Deploying Exchange Server 2016"
"0x27DB","Microsoft Internet Information Services"
"0x27DC","Microsoft Lync Server 2013"
"0x27DD","Planning and Managing Devices in the Enterprise"
"0x27DE","Windows Devices and Mobility Fundamentals"
"0x27DF","Microsoft SharePoint Server 2013 - Developing Core Solutions"
"0x27E0","Microsoft SharePoint Server 2013: Designing Advanced Solutions"
"0x27E1","Managing Microsoft SharePoint Server 2016: 70-339"
"0x27E2","Skype for Business 2015"
"0x27E3","System Center 2016"
"0x27E4","Microsoft Windows 10: Exploring the Technical Preview"
"0x27E5","Microsoft Windows 10 End User First Look"
"0x27E6","Microsoft Windows 10: Configuring Windows Devices"
"0x27E7","Microsoft Windows 10: Supporting Windows 10"
"0x27E8","Microsoft Windows 10: Installing and Configuring"
"0x27E9","Windows 10 Creators Update New Features"
"0x27EA","Microsoft Windows: Deploying Windows Devices and Enterprise Apps"
"0x27EB","Microsoft Windows: Managing Enterprise Devices and Apps"
"0x27EC","Microsoft Windows Server 2012 R2: Installing and Configuring"
"0x27ED","Microsoft Windows Server 2012 R2: Administration"
"0x27EE","Microsoft Windows Server 2012 R2: Configuring Advanced Services"
"0x27EF","Microsoft Windows Server 2012 R2: Implementing an Advanced Infrastructure"
"0x27F0","Microsoft Windows Server 2012 R2: Designing and Implementing an Infrastructure"
"0x27F1","Microsoft Windows Server 2016 (First Look)"
"0x27F2","Microsoft Windows Nano Server First Look"
"0x27F3","Server 2016: Install, Store, and Compute"
"0x27F4","Server 2016: Identity"
"0x27F5","Securing Windows Server 2016"
"0x27F6","Enabling Office 365 Services"
"0x27F7","Managing Office 365 Identities and Requirements"
"0x27F8","Working with Jenkins"
"0x27F9","Test Preps"
"0x27FA","Getting Started with Ubuntu"
"0x27FB","Unix Essentials"
"0x27FC","Microsoft Windows Performance Monitoring"
"0x27FD","Advanced PowerShell Desired State Configuration"
"0x27FE","Microsoft PowerShell and Exchange Server"
"0x27FF","Microsoft PowerShell and SharePoint"
"0x2800","Microsoft PowerShell and SQL Server"
"0x2801","Microsoft PowerShell for Windows"
"0x2802","Windows Powershell Desired State Configuration"
"0x2803","Monitor Project Communications (PMBOK Guide Sixth Edition)"
"0x2804","Plan and Manage Communications (PMBOK Guide Sixth Edition)"
"0x2805","Project Selection and Initiation"
"0x2806","Scope, Schedule and Cost Planning"
"0x2807","Resource and Risk Planning"
"0x2808","Communication, Changes, and Documentation"
"0x2809","Controlling Project Work and Closing"
"0x280A","Planning and Controlling the Project Schedule"
"0x280B","Project Management Practical Exercises"
"0x280C","Quality and Procurement Planning"
"0x280D","Project Planning Documents"
"0x280E","Project Documents and Terminology"
"0x280F","Mentoring Certified Associate in Project Management (CAPM) PMBOK Guide 5th Ed."
"0x2810","Mentoring Certified Associate in Project Management (CAPM) PMBOK Guide 6th Ed."
"0x2811","Mentoring PK0-004 CompTIA Project+"
"0x2812","Mentoring PRINCE2 Foundation 2017"
"0x2813","Mentoring Project Management Professional (PMP) PMBOK Guide 6th Edition Aligned"
"0x2814","Agile Key Exam Concepts"
"0x2815","Agile Principles and Methodologies"
"0x2816","Agile Project Planning"
"0x2817","Agile Project Scheduling and Monitoring"
"0x2818","Agile Stakeholder Engagement and Team Development"
"0x2819","Adopting PRINCE2 for your Project Environment (2017 Update)"
"0x281A","PRINCE2 Control, Manage, and Close Projects (2017 Update)"
"0x281B","PRINCE2 Project Management Overview (2017 Update)"
"0x281C","PRINCE2 Project Planning and Risk Management (2017 Update)"
"0x281D","PRINCE2 Project Quality and Control (2017 Update)"
"0x281E","PRINCE2 Start, Direct, and Initiate Projects (2017 Update)"
"0x281F","Creating a Project Budget (PMBOK Guide Sixth Edition)"
"0x2820","Keeping Your Project on Budget (PMBOK Guide Sixth Edition)"
"0x2821","Capturing, Analyzing, and Using Project Lessons Learned"
"0x2822","Managing Project Work (PMBOK Guide Sixth Edition)"
"0x2823","Project Changes and Closing (PMBOK Guide Sixth Edition)"
"0x2824","Project Initiation and Planning (PMBOK Guide Sixth Edition)"
"0x2825","Strategically Focused Project Management"
"0x2826","Project Fundamentals (PMBOK Guide Sixth Edition)"
"0x2827","Project Management Introduction (PMBOK Sixth Edition)"
"0x2828","The Process Groups (PMBOK Guide Sixth Edition)"
"0x2829","Ethical Standards and PMI Core Values"
"0x282A","Ethics and Project Management"
"0x282B","Finding Your Bearings as a Project Manager"
"0x282C","Getting the Big Picture by Defining the Project's Scope and Team"
"0x282D","Managing a Project to Minimize Risk and Maximize Quality"
"0x282E","Mastering the Details of a Project's Schedule and Budget"
"0x282F","Navigating through Changes and Conflicts in Projects"
"0x2830","Taking Final Steps to Bring a Project to its Close"
"0x2831","Procurement Management (PMBOK Guide Sixth Edition)"
"0x2832","Procurement Planning (PMBOK Guide Sixth Edition)"
"0x2833","Manage and Control Quality (PMBOK Guide Sixth Edition)"
"0x2834","Planning Quality Management (PMBOK Guide Sixth Edition)"
"0x2835","Quality Methodologies and Standards for Project Management"
"0x2836","Analyzing Risk (PMBOK Guide Sixth Edition)"
"0x2837","Identifying Risk (PMBOK Guide Sixth Edition)"
"0x2838","Planning Risk Management (PMBOK Guide Sixth Edition)"
"0x2839","Responding to Risk (PMBOK Guide Sixth Edition)"
"0x283A","Control the Project Schedule (PMBOK Guide Sixth Edition)"
"0x283B","Define and Sequence Activities (PMBOK Guide Sixth Edition)"
"0x283C","Develop the Project Schedule (PMBOK Guide Sixth Edition)"
"0x283D","Create Work Breakdown Structure (PMBOK Guide Sixth Edition)"
"0x283E","Plan and Define Project Scope (PMBOK Guide Sixth Edition)"
"0x283F","Validate and Control Scope (PMBOK Guide Sixth Edition)"
"0x2840","Managing Stakeholder Engagement (PMBOK Guide Sixth Edition)"
"0x2841","Planning Stakeholder Engagement (PMBOK Guide Sixth Edition)"
"0x2842","Develop and Manage Resources (PMBOK Guide Sixth Edition)"
"0x2843","Plan and Acquire Resources (PMBOK Guide Sixth Edition)"
"0x2844","TestPrep Certified Associate in Project Management (CAPM) PMBOK Guide 5th Ed."
"0x2845","TestPrep Project Management Professional PMBOK 6th Ed"
"0x2846","Introduction to Algorithms and Data Structures"
"0x2847","Maven Fundamentals"
"0x2848","Apache Subversion Fundamentals"
"0x2849","Developing with GitHub"
"0x284A","Defensive Programming in Android"
"0x284B","Defensive Programming in C#"
"0x284C","Defensive Programming in C/C++"
"0x284D","Defensive Programming in iOS"
"0x284E","Defensive Programming in JavaScript and HTML5"
"0x284F","Secure Programming"
"0x2850","Developmenting Skills for Alexa"
"0x2851","Fundamentals of Eclipse"
"0x2852","Full Stack Development Bootcamp"
"0x2853","Asynchronous Programming with Clojure"
"0x2854","C++ Programming"
"0x2855","Getting Started with MATLAB"
"0x2856","Introduction to R Programming"
"0x2857","Introduction to Scala"
"0x2858","Introduction to Scalding"
"0x2859","Introduction to Swift Programming"
"0x285A","Perl Programming Essentials"
"0x285B","Programming with ANSI C"
"0x285C","Python for Data Science"
"0x285D","Python for Data Science"
"0x285E","Python Fundamentals"
"0x285F","Ruby Full Stack Development"
"0x2860","Ruby On Rails"
"0x2861","Ruby on Rails 4.2"
"0x2862","Ruby Programming"
"0x2863","Working with Clojure"
"0x2864","Go Programming Fundamentals"
"0x2865","Developing and Implementing IoT Solutions"
"0x2866","Defensive Programming in Java"
"0x2867","Develop Microservices with Java and Spring Cloud"
"0x2868","Developing Applications Using Java Spring"
"0x2869","Introduction to Java EE 6"
"0x286A","Java Hibernate"
"0x286B","Java Hibernate with Oracle 12c"
"0x286C","Java Multi-Tenant Cloud Programming Fundamentals"
"0x286D","Java Reactive Programming"
"0x286E","Java SE 7 New Features"
"0x286F","Java SE 8 Fundamentals"
"0x2870","Java SE 8 Programming"
"0x2871","Java SE7 Fundamentals"
"0x2872","Java SE7 Professional"
"0x2873","Java SE9 Development"
"0x2874","Using Akka"
"0x2875","Working with Java SE 6"
"0x2876","Working with Java SE 7"
"0x2877","Java EE 7 Back-end Server Application Development"
"0x2878","Java EE 7 Front End Web Application Development"
"0x2879","Mentoring Assets"
"0x287A","Architecture N-Tier/REST"
"0x287B","F# Fundamentals"
"0x287C","Introduction to ASP.NET Core 1.0 and MVC"
"0x287D","Microsoft .NET Framework: WPF with XAML and C#"
"0x287E","Microsoft .NET: An Overview"
"0x287F","Secure Programming for .NET"
"0x2880","Software Development Fundamentals"
"0x2881","Visual Studio 2017 First Look"
"0x2882","Visual Studio Application Lifecycle Management"
"0x2883","Visual Studio Code Cross-platform Code Editor"
"0x2884","Visual Studio for New Users"
"0x2885","Visual Studio Mobile Center First Look"
"0x2886","Programming in C#"
"0x2887","Microsoft Enterprise Library"
"0x2888","Microsoft LINQ"
"0x2889","Microsoft Entity Framework"
"0x288A","NHibernate"
"0x288B","Microsoft Azure"
"0x288C","Microsoft Azure and Web Services"
"0x288D","Programming in HTML5 with JavaScript and CSS3"
"0x288E","WCF Essentials"
"0x288F","Web API Essentials"
"0x2890","Advanced Windows Store App Development Using C# and XAML"
"0x2891","Developing ASP.NET MVC Web Applications"
"0x2892","Working with ASP.NET MVC 5"
"0x2893","Android App Development Essentials"
"0x2894","Android For .NET Developers"
"0x2895","Apache Cordova"
"0x2896","Application Development with React and Flux"
"0x2897","Building Secure Mobile Apps"
"0x2898","Developing Android Applications"
"0x2899","Developing Apple Watch Applications"
"0x289A","Ionic Framework"
"0x289B","iOS 12 Application Development"
"0x289C","iOS Application Development Fundamentals"
"0x289D","Java and .NET Programming for IoT"
"0x289E","New Features in Android 5.x Lollipop For Developers"
"0x289F","PhoneGap"
"0x28A0","Programming Cross-Platform Applications in Visual Studio with Xamarin"
"0x28A1","Programming with Kotlin"
"0x28A2","Reactive Programming with Redux"
"0x28A3","Titanium"
"0x28A4","Hello, World!"
"0x28A5","Software Programming Fundamentals"
"0x28A6","Domain-driven Design"
"0x28A7","JIRA Fundamentals"
"0x28A8","Object-oriented Design"
"0x28A9","Service Oriented Architecture"
"0x28AA","SOLID Principles of Object-oriented Design"
"0x28AB","TOGAF 9.1 Advanced"
"0x28AC","Advanced Scrum"
"0x28AD","Agile Software Development"
"0x28AE","Agile Software Testing"
"0x28AF","AI Development with TensorFlow"
"0x28B0","Building API Gateways"
"0x28B1","Clean Coding Techniques"
"0x28B2","Developing AI and Machine Learning Solutions with Python"
"0x28B3","Developing AI and ML Solutions with Java"
"0x28B4","Essential Deployment Microservices"
"0x28B5","Exploring Artificial Intelligence"
"0x28B6","Exploring Machine Learning"
"0x28B7","Exploring Microservices"
"0x28B8","Exploring the Future of UI/UX"
"0x28B9","Exploring Virtual Reality"
"0x28BA","Kanban Fundamentals"
"0x28BB","Microservices Architecture"
"0x28BC","Microservices Design Patterns"
"0x28BD","Pivotal Cloud Foundry Developer"
"0x28BE","REST API & Microservices"
"0x28BF","Software Practices (SCRUM)"
"0x28C0","Software Practices: Waterfall"
"0x28C1","The Full Stack Developer Mindset"
"0x28C2","User Experience (UX) Design Foundations"
"0x28C3","Using Docker for Java Microservices"
"0x28C4","Introduction to iRise"
"0x28C5","Automated Testing with Selenium"
"0x28C6","Automation Using Appium"
"0x28C7","Debugging Fundamentals"
"0x28C8","Exploring Automation"
"0x28C9","Microsoft Visual Studio Team Foundation Server 2013 Administration"
"0x28CA","Selenium Automated Web Testing"
"0x28CB","Software Testing Foundations"
"0x28CC","Software Testing Fundamentals"
"0x28CD","Software Testing with Cucumber"
"0x28CE","Software Testing with TestNG"
"0x28CF","Software Testing with Visual Studio"
"0x28D0","Team Foundation Server 2017"
"0x28D1","Testing Android Apps with Genymotion"
"0x28D2","Testing Social Media Applications"
"0x28D3","Testing with JMeter"
"0x28D4","Testing with JUnit"
"0x28D5","Using Jasmine in Testing"
"0x28D6","WebLOAD Performance Testing"
"0x28D7","Test Preps"
"0x28D8","Developing Mobile Apps"
"0x28D9","Ajax"
"0x28DA","CQRS Theory"
"0x28DB","IBM WebSphere Commerce v8 Programming Essentials"
"0x28DC","Introduction to Ajax Development"
"0x28DD","Web Development Using the Yeoman Stack"
"0x28DE","Windows Embedded 8.1 Industry"
"0x28DF","Establishing Effective Virtual Teams"
"0x28E0","Facing Virtual Team Challenges"
"0x28E1","Adobe Captivate 8 Fundamentals"
"0x28E2","Adobe Captivate 9 Fundamentals"
"0x28E3","Adobe ColdFusion 10"
"0x28E4","Adobe Dreamweaver CC"
"0x28E5","Adobe Edge Animate CC"
"0x28E6","Adobe Flash Professional CC"
"0x28E7","Adobe Illustrator CC"
"0x28E8","Adobe InDesign CC"
"0x28E9","Adobe Premiere Elements 13"
"0x28EA","Adobe Premiere Pro CC"
"0x28EB","Using Adobe Typekit"
"0x28EC","Drupal 8"
"0x28ED","WordPress"
"0x28EE","Advanced AngularJS"
"0x28EF","Advanced jQuery"
"0x28F0","Angular 4"
"0x28F1","Angular 5 Updates and Components"
"0x28F2","Angular 6 Development"
"0x28F3","Angular Reactive Programming"
"0x28F4","AngularJS 2.0"
"0x28F5","AngularJS and ASP.NET 5 MVC 6"
"0x28F6","AngularJS Fundamentals"
"0x28F7","Application Development with Node.js"
"0x28F8","Application Development with Node.js and the .NET Framework"
"0x28F9","Automating Tasks with Grunt"
"0x28FA","Automating Web Development Tasks with Gulp.js"
"0x28FB","Building Apps with jQuery Mobile"
"0x28FC","Building Apps with MEAN Stack"
"0x28FD","Building Web Applications with Node.js"
"0x28FE","CSS3, Sass and Less"
"0x28FF","Developing with Kendo UI"
"0x2900","Express 4.x Fundamentals"
"0x2901","Introduction to Bootstrap"
"0x2902","JavaScript - Ember.js"
"0x2903","JavaScript - JsRender"
"0x2904","JavaScript - Knockout"
"0x2905","JavaScript Essentials"
"0x2906","JavaScript Frameworks and Libraries"
"0x2907","JavaScript Front End Development"
"0x2908","JavaScript Sencha"
"0x2909","JavaScript Single Page Apps"
"0x290A","Javascript: Backbone.js"
"0x290B","jQuery"
"0x290C","jQuery Essentials"
"0x290D","Responsive Apps with Bootstrap"
"0x290E","TypeScript Essentials"
"0x290F","Underscore.js"
"0x2910","Using the LoopBack Node.js Framework"
"0x2911","Building Dynamic Web Sites with LAMP Stack"
"0x2912","Creating Web Applications with Sinatra"
"0x2913","PHP Applications with the Zend Framework"
"0x2914","Responsive Web Design"
"0x2915","Using Balsamiq"
"0x2916","Using Justinmind"
"0x2917","Web Accessibility Fundamentals"
"0x2918","Web Design Essentials"
"0x2919","HTML5"
"0x291A","JSON Fundamentals"
"0x291B","XML Essentials"
"0x291C","Apache Web Services"
"0x291D","Apache Web Services with Tomcat"
"0x291E","REST API"
"0x291F","Microsoft Excel 2016 Essentials"
"0x2920","Microsoft Excel 2016 Power Users"
"0x2921","Microsoft Outlook 2016"
"0x2922","Microsoft Powerpoint 2016"
"0x2923","Microsoft Word 2016 Essentials"
"0x2924","Microsoft Word 2016 Power Users"
"0x2925","What's New in Office 2016"
"0x2926","Microsoft Access 2016"
"0x2927","Microsoft OneNote 2016"
"0x2928","Microsoft Project 2016"
"0x2929","Microsoft Publisher 2016"
"0x292A","Microsoft Sharepoint 2016 (On-Premises) Essentials"
"0x292B","Microsoft Visio 2016"
"0x292C","Microsoft Excel 2019 Essentials"
"0x292D","Microsoft Visio 2019 Essentials"
"0x292E","Microsoft Word 2019 Essentials"
"0x292F","What's New in Office 2019"
"0x2930","Delve"
"0x2931","Microsoft Sharepoint 2016 (Online) Essentials"
"0x2932","Microsoft Sharepoint 2016 (Online) Power Users"
"0x2933","Microsoft Teams"
"0x2934","Office 365 - Office Online"
"0x2935","Office 365 - Outlook on the Web"
"0x2936","Office 365 Administration (for the Non-IT Admin)"
"0x2937","Office 365 Calendar"
"0x2938","Office 365 Groups"
"0x2939","Office 365 People"
"0x293A","Office 365 Tasks"
"0x293B","OneDrive"
"0x293C","Planner"
"0x293D","Power BI Essentials"
"0x293E","Project Online"
"0x293F","Skype for Business"
"0x2940","Sway"
"0x2941","Microsoft Surface"
"0x2942","What's New in Windows 10"
"0x2943","Windows 10 Administration"
"0x2944","Windows 10 April 2018 Update"
"0x2945","Windows 10 Creators Update"
"0x2946","Windows 10 Esssentials"
"0x2947","Windows 10 Fall Creators Update"
"0x2948","Windows 10 Foundations"
"0x2949","Windows 10 Power Users"
"0x294A","Windows 7"
"0x294B","Windows 7 for Admins"
"0x294C","Windows 8 Essentials"
"0x294D","Windows 8 for Power Users"
"0x294E","Windows 8.1"